,승인번호,차변계정과목,차변금액,적요,거래처명,프로젝트명,사용부서명,귀속월,본부명,,차변계정과목,1 월,2 월,3 월,4 월,5 월,6 월,계,검증,좌 합계,"  1,201,262,073 "
2026-01-31,1,[6190000]지급임차료,"400,000",1월숙소임차료(햇살나무201호)오승진/60회중51회납(선납),엄무섭,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,20,[6300000]소모품비,"399,700",Activity팀,(주)은혜종합상사,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,61,[6220000]차량유지비,"102,964","마운틴(1880(구급차),브로우)경유유류대",유진주유소,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,106,[6090000]퇴직급여,"17,756,170",박세연퇴직급여(기간:20.04.27 ~ 26.01.31),,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6110003]복리후생비_건강보험,"574,647",1월귀속임직원건강보험료회사부담금,건강보험관리공단,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6110003]복리후생비_건강보험,"322,980",1월귀속일용직건강보험료회사부담금,건강보험관리공단,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6170000]세금과공과금,"674,907",1월귀속임직원국민연금회사부담금,국민연금관리공단,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6170000]세금과공과금,"265,500",1월귀속일용직국민연금회사부담금,국민연금관리공단,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,"162,330",1월귀속임직원고용보험회사부담금,고용보험,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속일용직고용보험회사부담금,고용보험,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,"122,868",1월귀속임직원산재보험료,산재보험,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속임직원산재보험료,산재보험,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,109,[6110007]복리후생비_식대,"1,112,727",직원식당식대/레저,삼성웰스토리(주)벨포레CC,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,112,[6040000]잡급,"6,400,000",1월귀속일용직노임/김대희외5명,증평에듀팜일용노임,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,128,[6030000]급여,"16,077,870",1월귀속직원급여/김형도외3명_마운틴카트,기타직원(정규직),마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,129,[6120000]여비교통비,"305,300",01월항공료 청주<->제주,대한항공,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,132,[6300000]소모품비,"204,780",마운틴카트리모컨관세외,,마운틴카트,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,1,[6190000]지급임차료,"430,000",1월숙소임차료(로망스빌204호)이재훈/48회중39회납(선납),연정숙,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,20,[6300000]소모품비,"427,700",목장팀,(주)은혜종합상사,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,22,[6110000]복리후생비,"149,639",식자재및소모품(간식외)목장,화랑마트,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,22,[1460000]상품,"729,800",판매용상품(치커리외)목장팀,화랑마트,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,61,[6220000]차량유지비,"318,261",목장팀(0467)경유및무연유류대,유진주유소,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6110003]복리후생비_건강보험,"995,747",1월귀속임직원건강보험료회사부담금,건강보험관리공단,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6110003]복리후생비_건강보험,0,1월귀속일용직건강보험료회사부담금,건강보험관리공단,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6170000]세금과공과금,"1,110,137",1월귀속임직원국민연금회사부담금,국민연금관리공단,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6170000]세금과공과금,"43,650",1월귀속일용직국민연금회사부담금,국민연금관리공단,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,"268,440",1월귀속임직원고용보험회사부담금,고용보험,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속일용직고용보험회사부담금,고용보험,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,"209,618",1월귀속임직원산재보험료,산재보험,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속임직원산재보험료,산재보험,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,109,[6110007]복리후생비_식대,"878,181",직원식당식대/목장,삼성웰스토리(주)벨포레CC,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,112,[6040000]잡급,"4,400,000",1월귀속일용직노임/사랑외3명,증평에듀팜일용노임,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,128,[6030000]급여,"24,885,910",1월귀속직원급여/이민혜외8명_목장팀,기타직원(정규직),목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,135,[6150000]수도광열비,"675,740",상하수도요금/마사,증평군상하수도사업소,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,135,[6150000]수도광열비,"322,276",상하수도요금/양사,증평군상하수도사업소,목장/체험,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,32,[6160000]전력비,"-1,080",12월미니골프사용량(6kwh)_뉴스타피아,한국전력공사,미니골프,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,11,[6310000]지급수수료,"120,400",디자인외주비4건지출 ,주식회사 크몽,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,26,[6150000]수도광열비,"27,972",보일러(미디어아트#1)사용량10(m3),동양가스,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,26,[6150000]수도광열비,"2,433,627",보일러(미디어아트#2)사용량8703(m3),동양가스,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6110003]복리후생비_건강보험,"619,317",1월귀속임직원건강보험료회사부담금,건강보험관리공단,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6110003]복리후생비_건강보험,0,1월귀속일용직건강보험료회사부담금,건강보험관리공단,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6170000]세금과공과금,"450,417",1월귀속임직원국민연금회사부담금,국민연금관리공단,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6170000]세금과공과금,"74,200",1월귀속일용직국민연금회사부담금,국민연금관리공단,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,"173,575",1월귀속임직원고용보험회사부담금,고용보험,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속일용직고용보험회사부담금,고용보험,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,"132,068",1월귀속임직원산재보험료,산재보험,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속임직원산재보험료,산재보험,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,109,[6110007]복리후생비_식대,"1,270,909",직원식당식대/미디어아트,삼성웰스토리(주)벨포레CC,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,112,[6040000]잡급,"4,100,000",1월귀속일용직노임/장성민외5명,증평에듀팜일용노임,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,128,[6030000]급여,"14,837,650",1월귀속직원급여/신지선외5명_미디어아트팀,기타직원(정규직),미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,135,[6150000]수도광열비,"1,939,011",상하수도요금/미디어아트센터,증평군상하수도사업소,미디어아트센터,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,64,[1460000]상품,"23,636",01월미디어센터위탁업장매출/에스제이앤코,에스제이앤코,미디어아트센터_기프트샵,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,22,[1460000]상품,"36,818",식자재및소모품(핫바원재료)미디어,화랑마트,미디어아트센터_뮤지엄카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,70,[6020000]외주비,"490,909",01월위탁업장매출정산/미디어[스크린사격],(주)벤포트,미디어아트센터_뮤지엄카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,74,[6020000]외주비,"-490,909",1월외주업체상계/벤포트(1월매출비용상계잔액분),(주)벤포트,미디어아트센터_뮤지엄카페,,01,레저,,,,,,,,,,,,
2026-01-31,127,[6110003]복리후생비_건강보험,"371,097",1월귀속임직원건강보험료회사부담금,건강보험관리공단,사계절썰매장,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6110003]복리후생비_건강보험,0,1월귀속일용직건강보험료회사부담금,건강보험관리공단,사계절썰매장,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6170000]세금과공과금,"421,647",1월귀속임직원국민연금회사부담금,국민연금관리공단,사계절썰매장,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6170000]세금과공과금,0,1월귀속일용직국민연금회사부담금,국민연금관리공단,사계절썰매장,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,"111,035",1월귀속임직원고용보험회사부담금,고용보험,사계절썰매장,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속일용직고용보험회사부담금,고용보험,사계절썰매장,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,"80,928",1월귀속임직원산재보험료,산재보험,사계절썰매장,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속임직원산재보험료,산재보험,사계절썰매장,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,112,[6040000]잡급,0,1월귀속일용직노임,증평에듀팜일용노임,사계절썰매장,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,128,[6030000]급여,"8,909,240",1월귀속직원급여/홍세준외2명_사계절썰매,기타직원(정규직),사계절썰매장,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,26,[6150000]수도광열비,0,보일러(썸머랜드)사용량0(m3),동양가스,썸머랜드,Activity팀,01,레저,,,,,,,,,,,,
2026-01-31,74,[6020000]외주비,0,1월외주업체상계/썸머랜드(1월매출비용상계잔액분),락산수,썸머랜드,,01,레저,,,,,,,,,,,,
2026-01-31,89,[1460000]상품,"435,636",케이크외39,(주)하나종합물류,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,89,[1460000]상품,"48,100",바리스타우유,(주)하나종합물류,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,89,[6300000]소모품비,"5,409",물티슈외,(주)하나종합물류,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6110003]복리후생비_건강보험,0,1월귀속임직원건강보험료회사부담금,건강보험관리공단,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6110003]복리후생비_건강보험,0,1월귀속일용직건강보험료회사부담금,건강보험관리공단,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6170000]세금과공과금,0,1월귀속임직원국민연금회사부담금,국민연금관리공단,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6170000]세금과공과금,"45,360",1월귀속일용직국민연금회사부담금,국민연금관리공단,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속임직원고용보험회사부담금,고용보험,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속일용직고용보험회사부담금,고용보험,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속임직원산재보험료,산재보험,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,127,[6210000]보험료,0,1월귀속임직원산재보험료,산재보험,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,112,[6040000]잡급,"1,495,000",1월귀속일용직노임/조경준,증평에듀팜일용노임,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,128,[6030000]급여,0,1월귀속직원급여,기타직원(정규직),얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,135,[6150000]수도광열비,"41,584",상하수도요금/얼룩말카페,증평군상하수도사업소,얼룩말카페,레저사업본부,01,레저,,,,,,,,,,,,
2026-01-31,32,[6160000]전력비,"-39,060",12월회전그네사용량(217kWh)_뉴스타피아,한국전력공사,회전그네,레저사업본부,01,레저,,,,,,,,,,,,
2026-02-02,4,[6170000]세금과공과금,"27,190",26년자동차세(자동차)/렉스턴스포츠(85저5967/기간:26.01.01~26.12.31)/activity/김형도,증평군청,마운틴카트,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-02,4,[6170000]세금과공과금,"27,190",26년자동차세(자동차)/포터Ⅱ(96너0467/기간:26.01.01~26.12.31)/목장,증평군청,목장/체험,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-02,4,[6170000]세금과공과금,"27,190",26년자동차세(자동차)/포터Ⅱ(95너0580/기간:26.01.01~26.12.31)/Activity,증평군청,Activity팀 ,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-02,4,[6170000]세금과공과금,"27,190",26년자동차세(자동차)/D.K보트트레일러(800마4770/기간:26.01.01~26.12.31)/Activity,증평군청,Activity팀 ,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-03,14,[6140000]통신비,"30,000",ser앱마케팅업무용(디지털지원/4084),에스케이텔레콤(주),디지털지원팀,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-03,14,[6140000]통신비,"50,000",ser앱안드로이드개발및테스트용(디지털지원팀/4781),에스케이텔레콤(주),디지털지원팀,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-03,14,[6140000]통신비,"39,091",ser앱애플개발및테스트용(디지털지원팀/4784),에스케이텔레콤(주),디지털지원팀,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-03,18,[6300000]소모품비,"84,272",02월디지털지원팀무선공유기여유분3대구입,11번가이상호,디지털지원팀,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-03,14,[6140000]통신비,"30,000",고객응대(액티비티/3825),에스케이텔레콤(주),마운틴카트,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-03,12,[6310000]지급수수료,"3,353,000",01월_벨포레홀공연[빨간모자소녀와늑대],날개아트컴퍼니,미디어아트_벨포레홀,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-03,24,[6140000]통신비,"75,750",얼룩말카페,에스케이브로드밴드(주),얼룩말카페,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-04,14,[6140000]통신비,"5,000",02월목장앵무새자판기카드단말기통신요금,(주)LG유플러스,목장/체험,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-05,22,[6140000]통신비,"33,637",놀이동산QR체크용단말기통신료_4376,(주)케이티,놀이동산,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-05,22,[6140000]통신비,"33,637",놀이동산QR체크용단말기통신료_4314,(주)케이티,놀이동산,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-05,26,[6310000]지급수수료,"82,728",26년벨포레리조트기존홈페이지도메인연장의건/4건,카페24주식회사,디지털지원팀,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-05,20,[6190000]지급임차료,"432,900","01월스타리아4WD11인승전체:￦36,122,940)/60회차중53회차",현대캐피탈,마운틴카트,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-05,20,[6190000]지급임차료,236,"01월스타리아4WD11인승전체:￦36,122,940)/60회차중53회차/연체금",현대캐피탈,마운틴카트,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-05,28,[6190000]지급임차료,"49,510",정수기렌탈료/엑티비티(마운틴매표소외1)총2대,SK매직(주)->SK인텔릭스(주),마운틴카트,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-05,15,[6310000]지급수수료,"2,000",01월목장앵무새먹이자판기카드단말기대금,한동정보통신,목장/체험,레저사업본부,02,레저,,,,,,,,,,,,
2026-02-05,19,[9500000]유형자산처분손실,"174,812",26년면양1마리폐사10마리->9마리,,목장/체험,레저사업본부,02,레저,,,,,,,,,,,,
